idvpiid,piid,CSIScontractID,ContractLabelID,hyphenatedIDVpiid,CSISidvpiidID,IsPerformanceBasedLogistics,ContractingAgencyID,ContractingOfficeID,MajorCommandID,FundingAgencyID,FundingOfficeID,TypeOfContractPricing,SystemEquipmentCode,StatutoryExceptionToFairOpportunity,ExtentCompeted,MinOfEffectiveDate,MaxOfEffectiveDate,CSISsolicitationID,ContractNumber,MinOfSignedDate,LastUltimateCompletionDate,MaxOfSignedDate,AnyIdentifiedSystemEquipment,CSISmodifiedDate,CSISmodifiedBy
N0017808D5557,1,18804560,NULL,NULL,217776,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5558,1,18804561,NULL,NULL,236515,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5559,1,18804562,NULL,NULL,4945,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5560,1,18804563,NULL,NULL,349490,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5561,1,18804564,NULL,NULL,281575,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5562,1,18804566,NULL,NULL,162151,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5563,1,18804568,NULL,NULL,11522,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5564,1,18804569,NULL,NULL,58981,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5565,1,18804570,NULL,NULL,389727,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5568,1,18804574,NULL,NULL,443654,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5571,1,18804577,NULL,NULL,223264,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5572,1,18804580,NULL,NULL,109558,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5573,1,18804581,NULL,NULL,92082,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5574,1,18804583,NULL,NULL,124830,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5575,1,18804584,NULL,NULL,334709,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5576,1,18804585,NULL,NULL,237984,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5577,1,18804586,NULL,NULL,406418,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5580,1,18804589,NULL,NULL,355716,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5584,1,18804593,NULL,NULL,424561,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5585,1,18804595,NULL,NULL,353400,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5586,1,18804596,NULL,NULL,167410,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5589,1,18804599,NULL,NULL,289191,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5590,1,18804600,NULL,NULL,41070,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5591,1,18804601,NULL,NULL,14453,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5592,1,18804602,NULL,NULL,152569,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5593,1,18804603,NULL,NULL,339293,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5594,1,18804607,NULL,NULL,376465,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5599,1,18804616,NULL,NULL,254348,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5600,1,18804618,NULL,NULL,295419,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5601,1,18804619,NULL,NULL,77274,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5603,1,18804621,NULL,NULL,176316,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5604,1,18804624,NULL,NULL,148833,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5608,1,18804631,NULL,NULL,336240,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5612,1,18804635,NULL,NULL,189743,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5613,1,18804637,NULL,NULL,134377,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5614,1,18804638,NULL,NULL,15311,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5615,1,18804639,NULL,NULL,249090,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5617,1,18804641,NULL,NULL,71384,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5618,1,18804642,NULL,NULL,163885,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5619,1,18804643,NULL,NULL,365507,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5620,1,18804645,NULL,NULL,379310,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5621,1,18804646,NULL,NULL,315977,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5624,1,18804649,NULL,NULL,105007,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5625,1,18804650,NULL,NULL,280128,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5627,1,18804652,NULL,NULL,264391,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5630,1,18804660,NULL,NULL,334525,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5632,1,18804662,NULL,NULL,205455,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5633,1,18804663,NULL,NULL,98598,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5634,1,18804664,NULL,NULL,343139,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5635,1,18804666,NULL,NULL,295241,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5636,1,18804667,NULL,NULL,405301,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5637,1,18804669,NULL,NULL,388877,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5638,1,18804670,NULL,NULL,119565,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5639,1,18804671,NULL,NULL,69557,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5641,1,18804674,NULL,NULL,269367,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5643,1,18804676,NULL,NULL,349819,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5645,1,18804678,NULL,NULL,379665,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5646,1,18804679,NULL,NULL,260127,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5647,1,18804680,NULL,NULL,270634,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5648,1,18804681,NULL,NULL,193029,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5649,1,18804682,NULL,NULL,326001,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017808D5651,1,18804684,NULL,NULL,203768,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209036,NULL,5/29/2008,3/31/2009,5/29/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5652,1,18804731,NULL,NULL,90463,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5653,1,18804732,NULL,NULL,152359,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5655,1,18804736,NULL,NULL,81748,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5656,1,18804737,NULL,NULL,406996,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5657,1,18804738,NULL,NULL,291200,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5658,1,18804739,NULL,NULL,353025,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5659,1,18804740,NULL,NULL,204715,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5660,1,18804741,NULL,NULL,105280,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5663,1,18804745,NULL,NULL,391908,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5664,1,18804746,NULL,NULL,299389,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5665,1,18804747,NULL,NULL,101384,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5666,1,18804748,NULL,NULL,229431,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5668,1,18804750,NULL,NULL,5835,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5669,1,18804751,NULL,NULL,354680,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5670,1,18804752,NULL,NULL,21090,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5671,1,18804753,NULL,NULL,182868,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5672,1,18804754,NULL,NULL,325489,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5673,1,18804755,NULL,NULL,51874,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5674,1,18804756,NULL,NULL,404282,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5675,1,18804757,NULL,NULL,321513,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5676,1,18804758,NULL,NULL,38630,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5677,1,18804759,NULL,NULL,194168,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5678,1,18804770,NULL,NULL,13165,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5681,1,18804773,NULL,NULL,199639,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5682,1,18804774,NULL,NULL,355248,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5683,1,18804775,NULL,NULL,33097,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5684,1,18804776,NULL,NULL,252527,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5685,1,18804777,NULL,NULL,88160,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5687,1,18804779,NULL,NULL,138669,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5688,1,18804780,NULL,NULL,17939,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5689,1,18804781,NULL,NULL,66692,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5690,1,18804784,NULL,NULL,52315,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5692,1,18804786,NULL,NULL,135550,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5693,1,18804787,NULL,NULL,24909,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5695,1,18804789,NULL,NULL,280083,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5696,1,18804790,NULL,NULL,174022,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5697,1,18804791,NULL,NULL,83674,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5698,1,18804792,NULL,NULL,348019,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5699,1,18804793,NULL,NULL,336798,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5700,1,18804794,NULL,NULL,278522,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5702,1,18804796,NULL,NULL,145587,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5703,1,18804797,NULL,NULL,21604,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5704,1,18804798,NULL,NULL,325183,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5706,1,18804800,NULL,NULL,64651,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5707,1,18804801,NULL,NULL,430776,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5708,1,18804802,NULL,NULL,302090,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5710,1,18804804,NULL,NULL,168527,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5711,1,18804805,NULL,NULL,442353,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5712,1,18804806,NULL,NULL,355815,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5713,1,18804807,NULL,NULL,13894,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
