"CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsSomeCompetition","IsFullAndOpen","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork"
24525257,2,782788.75,782788.75,782788.75,2011,2011,1,"W31P4Q08A0007","0018",NA,"",1119,"","2100","W31P4Q",NA,NA,NA,"J","000","FAIR","D",NA,NA,NA,"True",NA,NA,782788.75,"2011-01-27 00:00:00.0000000","2011-07-07 00:00:00.0000000",0,0,0,0,0,0,769678.75,769678.75,769678.75,NA,0,1,0,0,0,0,0
8051103,5,7719009,7719009,7719009,2007,2009,0,"","W911KB07C0026",NA,"",23356,"","2100","W911KB",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,7719009,"2007-09-14 00:00:00.0000000","2008-10-14 00:00:00.0000000",0,0,0,21592,21592,21592,7697417,7697417,7697417,NA,0,1,0,0,0,3,1
24934048,16,91830118.46,113730118.46,113730118.46,2009,2011,1,"W91GER06D0007","0014",NA,"",280893,"","2100","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,91830118.46,"2009-01-10 00:00:00.0000000","2011-02-09 00:00:00.0000000",0,-959050.8,-959050.8,4324575,8782967.34,8782967.34,22150000,54540879.81,54540879.81,NA,0,1,0,1,1,1,1
24748340,3,336506.48,336506.48,336506.48,2010,2011,1,"W912BU10G0017","0003",NA,"",211598,"","2100","W912BU",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,336506.48,"2010-08-09 00:00:00.0000000","2011-08-18 00:00:00.0000000",62511.17,62511.17,62511.17,0,0,0,273995.31,273995.31,273995.31,NA,0,1,0,2,1,0,0
21473710,1,274929.26,274929.26,274929.26,2012,2012,1,"SPM2DX10D0028","V480",NA,"",407056,"","97AS","SPM2DX",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,274929.26,"2012-06-27 00:00:00.0000000","2012-06-27 00:00:00.0000000",0,0,0,0,0,0,274929.26,274929.26,274929.26,4,0,0,0,0,0,0,0
494147,31,23540944.95,0,0,2002,2012,0,"","DAAH0102C0117",NA,"",23356,"","2100","",NA,NA,NA,"U","","","C",NA,NA,NA,"False",NA,NA,23540944.95,"2002-08-22 00:00:00.0000000","2012-06-27 00:00:00.0000000",0,0,0,22636146,0,0,2300000,0,0,NA,0,1,0,0,0,20,1
20426258,1,44334550.53,44334550.53,44334550.53,2008,2008,1,"SP060008D7502","B001",NA,"",383769,"","97AS","SP0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,44334550.53,"2008-10-01 00:00:00.0000000","2008-10-01 00:00:00.0000000",0,0,0,0,0,0,44334550.53,44334550.53,44334550.53,37,0,0,0,0,0,0,0
20440061,1,47033,0,0,2004,2004,1,"SP070002G0004","TYJ3",NA,"",325244,"","97AS","0400",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,47033,"2004-05-18 00:00:00.0000000","2004-05-18 00:00:00.0000000",0,0,0,0,0,0,47033,0,0,1,0,0,0,0,0,0,0
25669000,8,20855133.73,28561573.35,333599426.45,2013,2013,1,"GS00Q09BGD0039","HC102813F0255",NA,"",253385,"","97AK","HC1028",NA,NA,NA,"K","000","FAIR","A",NA,NA,NA,"True",NA,NA,20855133.73,"2013-07-01 00:00:00.0000000","2013-09-30 00:00:00.0000000",0,0,0,0,0,0,6933376.44,27733505.35,333599426.45,NA,0,1,0,0,0,0,0
9423786,1,999419,0,0,2000,2000,1,"DASW0100D0003","1",NA,"",110853,"","2100","SW01",NA,NA,NA,"U","1000","","A",NA,NA,NA,"False",NA,NA,999419,"2000-02-08 00:00:00.0000000","2000-02-08 00:00:00.0000000",0,0,0,0,0,0,999419,0,0,1,0,0,0,0,0,0,0
8238871,10,1918737.77,1918737.77,1938737.77,2010,2013,0,"","W9126G10C0052",NA,"",23356,"","2100","W9126G",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,1918737.77,"2010-05-27 00:00:00.0000000","2013-01-02 00:00:00.0000000",36220.04,36220.04,36220.04,8579,8579,8579,1658950,1658950,1678950,NA,0,1,0,2,1,1,1
18698692,2,1521612,1521612,1521612,2008,2010,1,"N0003900D2102","0090",NA,"",15525,"","1700","N00039",NA,NA,NA,"J","554","","C",NA,NA,NA,"True",NA,NA,1521612,"2008-08-11 00:00:00.0000000","2010-02-11 00:00:00.0000000",0,0,0,0,0,0,1521612,1521612,1521612,NA,0,1,0,0,0,1,1
2965063,254,271113838.5,271113838.5,330312367.5,2011,2013,0,"","N0002411C4403",NA,"",23356,"","1700","",NA,NA,NA,"R","000","","A",NA,NA,NA,"False",NA,NA,271113838.5,"2011-02-23 00:00:00.0000000","2013-09-30 00:00:00.0000000",262256218.5,262253641.5,159832478.5,7620096,7620096,7117777,68415,70992,162304399,NA,0,1,0,235,1,10,1
1294036,1,33835.98,33835.98,33835.98,2008,2008,0,"","FA480908P0010",NA,"",23356,"","5700","FA4809",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,33835.98,"2008-09-27 00:00:00.0000000","2008-09-27 00:00:00.0000000",0,0,0,0,0,0,33835.98,33835.98,33835.98,3,0,0,0,0,0,0,0
19013539,13,15548275.53,15548275.53,15548275.53,2012,2012,1,"N4008009D0512","0114",NA,"",172460,"","1700","N40080",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,15548275.53,"2011-12-01 00:00:00.0000000","2012-09-17 00:00:00.0000000",901426.06,901426.06,901426.06,0,0,0,14646849.47,14646849.47,14646849.47,NA,0,1,0,12,1,0,0
26343022,1,3727562,3727562,3727562,2013,2013,0,"","FA481913C0015",NA,"",23356,"","5700","FA4819",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,3727562,"2013-09-27 00:00:00.0000000","2013-09-27 00:00:00.0000000",0,0,0,0,0,0,3727562,3727562,3727562,1,0,0,0,0,0,0,0
24560673,16,244385306,244385306,244385306,2009,2013,1,"W56HZV07DM112","0135",NA,"",165911,"","2100","W56HZV",NA,NA,NA,"U","299","","C",NA,NA,NA,"False",NA,NA,244385306,"2009-03-06 00:00:00.0000000","2013-09-04 00:00:00.0000000",0,0,0,10192967,10192967,10192967,201346831,201346831,201346831,NA,0,1,0,0,0,6,1
5016643,1,75440,75440,75440,2009,2009,0,"","SPM7M309M3432",NA,"",23356,"","97AS","SPM7M3",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,75440,"2009-03-13 00:00:00.0000000","2009-03-13 00:00:00.0000000",0,0,0,0,0,0,75440,75440,75440,5,0,0,0,0,0,0,0
19254064,34,73301594.75,73301594.75,73301594.75,2011,2013,1,"N6274209D1172","FZN0",NA,"",18212,"","1700","N62473",NA,NA,NA,"M","000","FAIR","A",NA,NA,NA,"True",NA,NA,73301594.75,"2011-06-07 00:00:00.0000000","2013-09-12 00:00:00.0000000",9235856.75,9245178.75,9245178.75,417533,417533,417533,63557654,63557654,63557654,NA,0,1,0,30,1,1,1
19182984,17,19551895.9896,19551895.9896,19551895.9896,2011,2013,1,"N6247310D5409","0003",NA,"",363143,"","1700","N62473",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,19551895.9896,"2011-06-22 00:00:00.0000000","2013-09-04 00:00:00.0000000",0,0,0,3220895.9896,3220895.9896,3220895.9896,16331000,16331000,16331000,NA,0,1,0,0,0,16,1
24807904,20,37460014.0349,37460014.0349,37460014.0349,2008,2013,1,"W912ER04D0005","0026",NA,"",149039,"","2100","W912ER",NA,NA,NA,"","000","","A",NA,NA,NA,"",NA,NA,37460014.0349,"2008-03-13 00:00:00.0000000","2013-09-24 00:00:00.0000000",2175781.82,2175781.82,2175781.82,5144085.535,5144085.535,5144085.535,28925878,28925878,28925878,NA,0,1,0,8,1,7,1
24565799,4,31930390,31930390,31930390,2010,2011,1,"W58RGZ04D0037","0076",NA,"",377097,"","2100","W58RGZ",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,31930390,"2010-01-26 00:00:00.0000000","2011-01-13 00:00:00.0000000",-107118,-107118,-107118,0,0,0,32037508,32037508,32037508,NA,0,1,0,3,1,0,0
1345475,18,3349138.972,3349138.972,3349138.9475,2009,2013,0,"","FA700009C0045",NA,"",23356,"","5700","FA7000",NA,NA,NA,"Z","000","","B",NA,NA,NA,"False",NA,NA,3349138.972,"2009-09-21 00:00:00.0000000","2013-09-01 00:00:00.0000000",0,0,0,3768501.155,3768401.155,652364.4105,710731.32,710731.32,3826768.04,NA,0,1,0,0,0,8,1
19423664,6,2958449,2958449,2958449,2008,2009,1,"N6871104D3033","0014",NA,"",17204,"","1700","N62473",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,2958449,"2007-11-15 00:00:00.0000000","2009-02-18 00:00:00.0000000",0,0,0,-15591,-15591,-15591,2974040,2974040,2974040,0,0,1,0,0,0,4,1
24500522,2,190182384,0,0,2006,2007,1,"W15P7T05DJ101","0049",NA,"",156933,"","2100","W15P7T",NA,NA,NA,"J","233","","A",NA,NA,NA,"True",NA,NA,190182384,"2006-08-16 00:00:00.0000000","2007-09-04 00:00:00.0000000",0,0,0,0,0,0,190182384,0,0,NA,0,1,0,0,0,1,1
1258656,3,1777095.62,1777095.62,1777095.62,2010,2011,0,"","FA442710P0093",NA,"",23356,"","5700","FA4427",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,1777095.62,"2010-04-23 00:00:00.0000000","2010-10-14 00:00:00.0000000",0,0,0,0,0,0,1777095.62,1777095.62,1777095.62,NA,0,1,0,0,0,0,0
8238898,78,543500253,543500253,550154843,2010,2013,0,"","W9126G10C0087",NA,"",23356,"","2100","W9126G",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,543500253,"2010-09-10 00:00:00.0000000","2013-09-23 00:00:00.0000000",4923870,4923870,4923870,34744090,34744090,8586944,503832293,503832293,536644029,NA,0,1,0,60,1,12,1
9886997,2,21555454.6,21555454.6,21555454.6,2009,2009,1,"F3365799D2025","0070",NA,"",53961,"","5700","FA8621",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,21555454.6,"2009-05-15 00:00:00.0000000","2009-06-12 00:00:00.0000000",0,0,0,0,0,0,21555454.6,21555454.6,21555454.6,NA,0,1,0,0,0,0,0
10099043,74,255377180.04,0,0,2005,2011,1,"FA872605D0003","0001",NA,"",151497,"","5700","",NA,NA,NA,"","","","A",NA,NA,NA,"",NA,NA,255377180.04,"2005-06-23 00:00:00.0000000","2011-09-28 00:00:00.0000000",0,0,0,14668736.97,0,0,9900000,0,0,NA,0,1,0,0,0,11,1
20429726,10,61487354.43,61487354.43,61487354.43,2010,2013,1,"SP060010D8521","B001",NA,"",47993,"","97AS","SP0600",NA,NA,NA,"K","000","","D",NA,NA,NA,"True",NA,NA,61487354.43,"2010-09-15 00:00:00.0000000","2012-10-01 00:00:00.0000000",0,0,0,7222823.24,7222823.24,7222823.24,41996255.5,41996255.5,41996255.5,NA,1,1,1,0,0,3,1
9834482,3,34676,0,0,2001,2002,1,"F0865198D0043","8064",NA,"",270736,"","5700","GM02",NA,NA,NA,"J","3000","","",NA,NA,NA,"True",NA,NA,34676,"2001-04-04 00:00:00.0000000","2002-04-29 00:00:00.0000000",0,0,0,0,0,0,11876,0,0,NA,0,1,0,0,0,0,0
10084549,5,10673889,10673889,10673889,2011,2012,1,"FA853008D0008","0023",NA,"",122610,"","5700","",NA,NA,NA,"","000","ONE","A",NA,NA,NA,"",NA,NA,10673889,"2011-09-30 00:00:00.0000000","2012-05-22 00:00:00.0000000",0,0,0,0,0,0,10673889,10673889,10673889,NA,0,1,0,0,0,0,0
18247301,613,287064.84,287064.84,287064.84,2012,2012,1,"HDEC0112G4233","1209",NA,"",310156,"","97AZ","HDEC01",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,287064.84,"2012-07-01 00:00:00.0000000","2012-07-01 00:00:00.0000000",0,0,0,0,0,0,287064.84,287064.84,287064.84,1,0,0,0,0,0,0,0
24719662,25,22696409,22696409,22696409,2008,2011,1,"W9126G08D0008","0001",NA,"",316839,"","2100","W9126G",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,22696409,"2008-09-27 00:00:00.0000000","2010-10-06 00:00:00.0000000",75509,75509,75509,537659,537659,537659,22083241,22083241,22083241,NA,0,1,0,5,1,19,1
18655085,20,14465000,0,0,2006,2011,1,"N0001405G0106","0030",NA,"",418481,"","1700","N00014",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,14465000,"2006-03-06 00:00:00.0000000","2011-01-08 00:00:00.0000000",0,0,0,0,0,0,553000,0,0,NA,0,1,0,0,0,0,0
10126831,2,10498096.19,10498096.19,15307619.29,2012,2012,1,"FA890309D8588","0006",NA,"",427832,"","5700","FA8903",NA,NA,NA,"J","ZDE","FAIR","D",NA,NA,NA,"True",NA,NA,10498096.19,"2012-09-24 00:00:00.0000000","2012-09-27 00:00:00.0000000",0,0,0,5455403.73,5455403.73,0,5042692.46,5042692.46,15307619.29,NA,0,1,0,0,0,1,1
9133134,25,177363010.6,177363010.6,325233679.16,2007,2013,1,"DAAB0703DB012","0098",NA,"",153818,"","","",NA,NA,NA,"Y","000","FAIR","A",NA,NA,NA,"False",NA,NA,177363010.6,"2006-12-28 00:00:00.0000000","2013-09-27 00:00:00.0000000",40078871.53,40078871.53,40078871.53,-4422753,-4422753,-4422753,11850000,11850000,159720668.56,NA,0,1,0,3,1,1,1
2961404,137,382667410.28,382667410.28,384954125.28,2009,2013,0,"","N0001909C0023",NA,"",23356,"","","",NA,NA,NA,"","101","","C",NA,NA,NA,"",NA,NA,382667410.28,"2009-03-27 00:00:00.0000000","2013-07-22 00:00:00.0000000",0,0,0,91324223.66,91324223.66,46200095.66,288862757,288862757,336273600,NA,0,1,0,8,1,32,1
555722,22,10731067,0,0,2000,2007,0,"","DACW2900C0044",NA,"",23356,"","2100","",NA,NA,NA,"J","","","A",NA,NA,NA,"True",NA,NA,10731067,"2000-04-07 00:00:00.0000000","2007-01-18 00:00:00.0000000",-20000,0,0,0,0,0,7e+05,0,0,NA,1,1,0,1,1,0,0
26416825,1,400830.0938,400830.0938,400830.0938,2013,2013,1,"SPM4A109G0004","86HR",NA,"",223921,"","97AS","SPE4A5",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,400830.0938,"2013-09-25 00:00:00.0000000","2013-09-25 00:00:00.0000000",0,0,0,0,0,0,400830.0938,400830.0938,400830.0938,1,0,0,0,0,0,0,0
8255165,22,4356314,0,0,2006,2009,0,"","W9127S06C6004",NA,"",23356,"","2100","W9127S",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,4356314,"2006-05-11 00:00:00.0000000","2009-04-23 00:00:00.0000000",6170,0,0,133011,0,0,4217133,0,0,NA,0,1,0,6,1,14,1
9923890,8,51715714.54,51715714.54,51715714.54,2007,2009,1,"F4162403D8620","0067",NA,"",207240,"","5700","FA8903",NA,NA,NA,"Y","000","FAIR","A",NA,NA,NA,"False",NA,NA,51715714.54,"2007-05-01 00:00:00.0000000","2008-10-29 00:00:00.0000000",0,0,0,0,0,0,6774934,6774934,6774934,NA,0,1,0,0,0,1,1
10099654,4,1960703.09,0,0,2004,2009,1,"FA875004D0008","0001",NA,"",64090,"","","",NA,NA,NA,"U","000","","D",NA,NA,NA,"False",NA,NA,1960703.09,"2004-09-13 00:00:00.0000000","2009-08-07 00:00:00.0000000",0,0,0,0,0,0,811887,0,0,NA,0,1,0,0,0,0,0
20418194,1,389947257,0,0,2003,2003,1,"SP060003D0492","8022",NA,"",1411,"","97AS","0600",NA,NA,NA,"K","4000","","A",NA,NA,NA,"True",NA,NA,389947257,"2003-03-06 00:00:00.0000000","2003-03-06 00:00:00.0000000",0,0,0,0,0,0,389947257,0,0,22,0,0,0,0,0,0,0
25841069,18,93593559.2056,93593559.2056,93593559.2056,2013,2013,1,"HTC71113DCC01","0010",NA,"",194471,"","9776","HTC711",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,93593559.2056,"2012-10-01 00:00:00.0000000","2013-09-05 00:00:00.0000000",0,0,0,-2666385.6069,-2666385.6069,-2666385.6069,97885792,97885792,97885792,NA,1,1,1,0,0,12,1
9424675,3,3866496,0,0,2001,2001,1,"DASW0100D3035","2.00E+24",NA,"",75977,"","2100","BT23",NA,NA,NA,"J","1000","","A",NA,NA,NA,"True",NA,NA,3866496,"2001-01-17 00:00:00.0000000","2001-07-30 00:00:00.0000000",0,0,0,0,0,0,3545258,0,0,NA,0,1,0,0,0,0,0
1271514,1,11445,0,0,2005,2005,0,"","FA460005P0199",NA,"",23356,"","5700","FA4600",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,11445,"2005-09-12 00:00:00.0000000","2005-09-12 00:00:00.0000000",0,0,0,0,0,0,11445,0,0,1,0,0,0,0,0,0,0
9854496,1,390000,0,0,2002,2002,1,"F1162601D0027","178",NA,"",282773,"","5700","QA02",NA,NA,NA,"J","3000","MG","D",NA,NA,NA,"True",NA,NA,390000,"2002-05-31 00:00:00.0000000","2002-05-31 00:00:00.0000000",0,0,0,0,0,0,390000,0,0,16,0,0,0,0,0,0,0
3455169,39,14293076,16506,16506,2004,2009,0,"","N6247702C0115",NA,"",23356,"","1700","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,14293076,"2004-03-23 00:00:00.0000000","2009-08-08 00:00:00.0000000",1521423,16506,16506,80891,0,0,12684000,0,0,NA,0,1,0,31,1,6,1
15473030,19,15541582.63,0,0,2005,2010,1,"GS10F0104N","FA489005F0064",NA,"",76206,"","5700","FA4890",NA,NA,NA,"","000","FAIR","A",NA,NA,NA,"False",NA,NA,15541582.63,"2005-09-12 00:00:00.0000000","2010-08-12 00:00:00.0000000",788881.67,0,0,6645000,0,0,729321,0,0,NA,0,1,0,1,1,7,1
17894211,1,384000,0,0,2005,2005,1,"GS35F4076D","FA860405F0137",NA,"",197245,"","5700","FA8604",NA,NA,NA,"NO","000","","A",NA,NA,NA,"",NA,NA,384000,"2005-05-04 00:00:00.0000000","2005-05-04 00:00:00.0000000",0,0,0,0,0,0,384000,0,0,1,0,0,0,0,0,0,0
8341037,11,46642262.73,0,0,2005,2008,0,"","W912GB05C0037",NA,"",23356,"","2100","W912GB",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,46642262.73,"2005-09-26 00:00:00.0000000","2008-09-23 00:00:00.0000000",2451782.73,0,0,-323482,0,0,44513962,0,0,NA,0,1,0,7,1,3,1
8476899,51,12775315.13,12775315.13,12775315.13,2007,2011,0,"","W912PP07C0013",NA,"",23356,"","2100","W912PP",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,12775315.13,"2007-05-30 00:00:00.0000000","2011-05-16 00:00:00.0000000",4591638.96,4591638.96,4591638.96,652355.96,652355.96,652355.96,2800000,2800000,2800000,NA,0,1,0,39,1,2,1
9217240,11,5383181.2,5383181.2,5383181.2,2006,2010,1,"DABJ0103D0031","0040",NA,"",156550,"","2100","W91QF4",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,5383181.2,"2006-07-27 00:00:00.0000000","2010-03-24 00:00:00.0000000",5414695.51,5414695.51,5414695.51,-154391.47,-154391.47,-154391.47,300765,300765,300765,NA,1,1,0,7,1,1,1
18406583,12,37089683,64542589,64542589,2012,2013,1,"HQ014712D0001","0006",NA,"",279251,"","97JC","HQ0147",NA,NA,NA,"U","CAA","","C",NA,NA,NA,"False",NA,NA,37089683,"2012-06-14 00:00:00.0000000","2013-09-25 00:00:00.0000000",0,0,0,20679000,49625948,49625948,3475762,3475762,3475762,NA,0,1,0,0,0,1,1
2170290,2,97885.11,97885.11,97885.11,2011,2011,0,"","HE128011P0021",NA,"",23356,"","97F2","HE1280",NA,NA,NA,"J","000","","F",NA,NA,NA,"True",NA,NA,97885.11,"2011-04-07 00:00:00.0000000","2011-07-05 00:00:00.0000000",0,0,0,65256.74,65256.74,65256.74,32628.37,32628.37,32628.37,NA,0,1,0,0,0,1,1
24983489,6,4497998.16,4497998.16,5736584.2,2009,2013,1,"W91QUZ07D0001","CJ01",NA,"",141751,"","2100","W912CN",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,4497998.16,"2009-02-18 00:00:00.0000000","2013-01-22 00:00:00.0000000",0,0,0,3502921.92,3502921.92,0,1058546.06,1058546.06,5800054.02,NA,0,1,0,0,0,3,1
493655,14,5024323,0,0,2001,2003,0,"","DAAH0101CR088",NA,"",23356,"","2100","AH01",NA,NA,NA,"U","1000","","A",NA,NA,NA,"False",NA,NA,5024323,"2001-03-28 00:00:00.0000000","2003-03-12 00:00:00.0000000",5e+05,0,0,2230000,0,0,50000,0,0,NA,0,1,0,1,1,4,1
10092279,4,18636943,18636943,18636943,2007,2009,1,"FA862006G4028","0004",NA,"",261120,"","5700","FA8620",NA,NA,NA,"","000","","C",NA,NA,NA,"",NA,NA,18636943,"2006-12-21 00:00:00.0000000","2008-12-29 00:00:00.0000000",0,0,0,3999162,3999162,3999162,14637781,14637781,14637781,NA,0,1,0,0,0,2,1
2966339,35,614560149,0,0,2002,2013,0,"","N0003002C0100",NA,"",23356,"","1700","",NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,614560149,"2002-05-10 00:00:00.0000000","2013-08-07 00:00:00.0000000",0,0,0,603563167,0,0,8727000,0,0,NA,0,1,0,0,0,3,1
22171755,1,220052,220052,220052,2010,2010,1,"SPM44106D0397","0002",NA,"",190685,"","97AS","SPM441",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,220052,"2009-11-27 00:00:00.0000000","2009-11-27 00:00:00.0000000",0,0,0,0,0,0,220052,220052,220052,2,0,0,0,0,0,0,0
1416571,91,165875890.14,176607518.14,176607518.14,2008,2013,0,"","FA862508C6481",NA,"",23356,"","5700","FA8625",NA,NA,NA,"","298","","C",NA,NA,NA,"",NA,NA,165875890.14,"2008-09-30 00:00:00.0000000","2013-09-06 00:00:00.0000000",0,0,0,136301392.14,149407518.14,149407518.14,7160000,27200000,27200000,NA,0,1,0,0,0,64,1
22254397,1,42820123.16,42820123.16,42820123.16,2012,2012,1,"SPM4AX12D9402","ZB07",NA,"",17813,"","97AS","SPRRA1",NA,NA,NA,"J","156","","C",NA,NA,NA,"True",NA,NA,42820123.16,"2012-09-19 00:00:00.0000000","2012-09-19 00:00:00.0000000",0,0,0,0,0,0,42820123.16,42820123.16,42820123.16,1,0,0,0,0,0,0,0
18241183,1227,16814392.73,16814392.73,16814392.73,2010,2010,1,"HDEC0109G3828","1009",NA,"",13563,"","97AZ","HDEC01",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,16814392.73,"2010-07-01 00:00:00.0000000","2010-07-01 00:00:00.0000000",0,0,0,0,0,0,16814392.73,16814392.73,16814392.73,1,0,0,0,0,0,0,0
22906201,2,11593516,0,0,2003,2005,1,"TSS030004","DCA10003F4389",NA,"",221550,"","97AK","",NA,NA,NA,"J","","ONE","C",NA,NA,NA,"True",NA,NA,11593516,"2003-03-19 00:00:00.0000000","2005-03-15 00:00:00.0000000",0,0,0,0,0,0,12346846,0,0,NA,0,1,0,0,0,0,0
25144466,9,93732646,179179640,289309960,2013,2013,0,"","FA210313C0006",NA,"",23356,"","5700","FA2103",NA,NA,NA,"V","000","","A",NA,NA,NA,"False",NA,NA,93732646,"2012-11-27 00:00:00.0000000","2015-10-13 00:00:00.0000000",0,0,0,5226330,604520,604520,68804808,178575120,288705440,NA,0,1,0,0,0,7,1
25664357,12,108324325.3438,108324324.3438,108324324.3438,2013,2013,1,"FA862111D6261","0004",NA,"",192538,"","5700","FA8621",NA,NA,NA,"","000","","A",NA,NA,NA,"",NA,NA,108324325.3438,"2013-01-31 00:00:00.0000000","2013-09-24 00:00:00.0000000",0,0,0,70596262.3438,70571033.3438,70571033.3438,27232393,37753291,37753291,NA,0,1,0,0,0,9,1
8192591,41,63436550.77,63880578.31,63880578.31,2006,2012,0,"","W9124D06C0020",NA,"",23356,"","2100","W9124D",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,63436550.77,"2006-08-05 00:00:00.0000000","2012-07-19 00:00:00.0000000",0,0,0,24271309.05,55706780.82,12008507.19,717524.56,8610494.72,42499072.32,NA,0,1,0,0,0,22,1
24501687,10,53654449,53654449,53654449,2009,2011,1,"W15P7T06DC002","2ENF",NA,"",405747,"","2100","W9124D",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,53654449,"2009-01-13 00:00:00.0000000","2010-11-23 00:00:00.0000000",0,0,0,19337312,19337312,19337312,34317137,34317137,34317137,NA,0,1,0,0,0,8,1
9377243,2,465615,0,0,2000,2000,1,"DAJA0298D0072","11",NA,"",221218,"","2100","",NA,NA,NA,"J","1000","","A",NA,NA,NA,"True",NA,NA,465615,"2000-02-22 00:00:00.0000000","2000-04-27 00:00:00.0000000",0,0,0,70000,0,0,395615,0,0,NA,0,1,0,0,0,1,1
25155505,35,302824612.25,302824615,447230220,2013,2013,0,"","FA870213C0001",NA,"",23356,"","5700","FA8702",NA,NA,NA,"S","000","","C",NA,NA,NA,"False",NA,NA,302824612.25,"2012-10-01 00:00:00.0000000","2013-09-30 00:00:00.0000000",0,0,0,266979580.25,266979583,26782124,320000,320000,420448096,NA,0,1,0,0,0,22,1
18225274,1080,4014087.12,4014087.12,4014087.12,2011,2011,1,"HDEC0107G3526","1106",NA,"",286228,"","97AZ","HDEC01",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,4014087.12,"2011-04-01 00:00:00.0000000","2011-04-01 00:00:00.0000000",0,0,0,0,0,0,4014087.12,4014087.12,4014087.12,1,0,0,0,0,0,0,0
26350402,1,503460,503460,503460,2013,2013,0,"","N0038313CD053",NA,"",23356,"","1700","N00383",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,503460,"2013-09-26 00:00:00.0000000","2013-09-26 00:00:00.0000000",0,0,0,0,0,0,503460,503460,503460,2,0,0,0,0,0,0,0
18214611,405,327704,0,0,2006,2006,1,"HDEC0105G3273","74AC",NA,"",406794,"","97AZ","HDEC01",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,327704,"2006-09-01 00:00:00.0000000","2006-09-01 00:00:00.0000000",0,0,0,0,0,0,327704,0,0,1,0,0,0,0,0,0,0
